x,t
0.9053813687381165,0.45000100892719386
-0.320863517037864,0.6286820971539412
-0.5534896636144202,0.8825557459120681
-0.3522538478675772,0.3917251255064168
-0.43602528155610387,0.9601083954936591
0.6440967661157257,0.6381808720780936
-0.8497574510981218,0.3278220169078673
-0.5324605855112461,0.8321881637094412
-0.22419411551321056,0.5912096882559074
0.028658249110518286,0.4230407907734616
0.5524469565460379,0.9013510976576037
0.13419663915916646,0.5420472510664835
0.6015715801526946,0.5385840011109041
-0.5657039208690355,0.9094590140219615
-0.5946549318499557,0.17507568710508692
-0.3355103852754402,0.514511019373637
0.07527524771376992,0.803402997260531
-0.7363734818717667,0.9480347659568401
-0.9661633902188222,0.2543464011795169
0.6748925241659165,0.10486771737155376
-0.3296792640394093,0.9404149146992713
0.8241719383969897,0.20858069265044743
0.6089344879647358,0.7541841478872552
0.25901817484882605,0.4483142028127717
-0.7429117250451158,0.7243953539939887
0.35698303818310206,0.691428923123135
0.36825923923729764,0.34842962568417235
0.7477907445762291,0.27484410438234075
-0.9507040575794385,0.6446483148835459
0.013674166516934871,0.8775192704112676
-0.8921439093899575,0.5468305450199439
-0.8258317171244873,0.8996687635961081
-0.18514735016988304,0.22259677980783332
0.42602141709948516,0.27468429230599356
0.48000520999214746,0.4739817443093767
0.5965324020890079,0.6228882692235479
0.34566603532797435,0.3831509264311823
-0.6653441868711913,0.4078818259545569
-0.21621805375385783,0.059536394838301754
-0.6880310610524922,0.03209680022824524
-0.6833495217059646,0.0673381780722655
0.24903669264165806,0.4933552809329128
-0.2295137358029693,0.19906006424884493
-0.6025605611488356,0.17861611299910174
-0.6573418508009057,0.3441565291847103
0.012207671087091532,0.07244816777178642
-0.23261270967663905,0.34498430836490335
-0.910328076976118,0.3990465676352123
-0.2588968301180812,0.6976572500979135
-0.024620394140393742,0.9048838327177176
0.847594119814191,0.7787449158674027
0.08112779299751294,0.8468436631390758
-0.7925603286507821,0.19651276850202126
0.24157597812978282,0.39506315395245784
-0.41882010802169956,0.940870956243069
0.6644373222585989,0.6538746432973516
0.9400582662848795,0.8633304474553715
-0.8172807630756895,0.10550901470148333
-0.8499388419930232,0.9615739248047367
0.46866771632323334,0.6873100799567003
-0.14494413394202588,0.6687734824737123
0.9610501218721774,0.49435729808257145
-0.7720274684172306,0.4385837704429507
-0.19907865491932974,0.6036109366976449
0.9881531107778634,0.3668449236930015
-0.27028059470994803,0.8555331189191344
-0.6779772046353696,0.8352965884802603
-0.7581269616080468,0.5040505422607429
0.8997484400179614,0.8411832402383707
-0.11635620624602017,0.21746989632918434
-0.24735044685225738,0.038594188022279874
0.29488896619127214,0.425528668632842
0.5993016386947929,0.8702535234407609
-0.3050899322327141,0.05262829050337514
0.6520055486220251,0.4049206635867302
