x,t,u
-0.6651177792271497,0.0,0.8684481281604248
-0.3499241479234392,0.0,0.8908983146230809
-0.8751644604390152,0.0,0.38220604258889274
0.67534830715823,0.0,-0.8520679155934475
-0.4415568419139462,0.0,0.9831919732949783
-0.7557310518404678,0.0,0.6942616656489323
-0.4809457589818744,0.0,0.9982088854139853
0.24075946689519623,0.0,-0.6862844280356125
0.19639384685559458,0.0,-0.5785823228235814
-0.7876098935650495,0.0,0.6188227889614026
-0.3058520250182011,0.0,0.819685910139313
-0.5019476553124913,0.0,0.9999812805711256
-0.5631346075961394,0.0,0.9803943840786811
0.9505264409087559,0.0,-0.15480075074542105
0.9848239781353898,0.0,-0.04765881858878865
0.7003048311591342,0.0,-0.8084537278049381
0.5737863778634804,0.0,-0.9732529093404159
-0.9979514403359195,0.0,0.006435695564491009
-0.3662373316226526,0.0,0.9129960221411021
-0.43917845266683897,0.0,0.9818003545659048
0.44948163266806973,0.0,-0.9874322776586714
-0.00027391813950883304,0.0,0.0008605391085570778
0.6084373929533144,0.0,-0.9425323149421336
0.9664834542651259,0.0,-0.10510087157557854
0.30504365791759724,0.0,-0.8182285748008556
-0.4580056022070542,0.0,0.9913099464292929
-0.31337534944930123,0.0,0.8329942797665347
-0.13410191163677787,0.0,0.40894126555160676
-0.6968412334951255,0.0,0.8148099850204242
0.8744313843864433,0.0,-0.38433320108124525
-0.6073857526503317,0.0,0.9436310265952578
0.1231998429902208,0.0,-0.3774524691445401
-0.666644866299706,0.0,0.8660596456896721
0.4879908654391256,0.0,-0.9992883906313357
0.845663650049655,0.0,-0.4660862196011518
-0.7222429200237279,0.0,0.7660026448386981
-0.10658421226710546,0.0,0.32862200621316784
0.38607426878383566,0.0,-0.9366316487166886
-0.8845668236334843,0.0,0.35474752789380587
0.9472536141909065,0.0,-0.1649503368046531
0.11438867364862948,0.0,-0.35167763683529485
-0.8824016010733777,0.0,0.36109911533368066
0.8545628297294172,0.0,-0.44117211541937273
-0.29035729399859433,0.0,0.7908424855854216
-0.7392976548343073,0.0,0.730477292831059
-0.1712077177395157,0.0,0.5123035344738751
-0.10876461381688052,0.0,0.3350837445651445
-0.22100941083208347,0.0,0.639864199579264
-0.606573711458809,0.0,0.9444723680390824
-0.5711648719884037,0.0,0.9751119220133221
0.09072740074432839,0.0,-0.2811848357572274
-0.6931841091474329,0.0,0.8214166703270834
0.9044467306206407,0.0,-0.29570118900336007
0.6416328109100633,0.0,-0.9026310688335967
0.729419398810653,0.0,-0.7513160622073656
0.6063018262034172,0.0,-0.9447526902400867
-0.6467186016007747,0.0,0.8956392023497773
-0.5841637035509502,0.0,0.965247363025178
0.49470990909418977,0.0,-0.9998619024340945
-0.14355296835424514,0.0,0.43585221905996163
-0.45648204582468455,0.0,0.9906689583256544
0.13614954296984916,0.0,-0.41480310585035124
-0.4075891935065601,0.0,0.958153148797467
-0.9736246329820637,0.0,0.08276587312523001
0.3682851511450367,0.0,-0.9156017404935795
0.09895819045675935,0.0,-0.3059025927536737
0.6997355918804526,0.0,-0.8095049664371943
-0.1211610181887035,0.0,0.371513406150095
-0.25583964783451885,0.0,0.7199594978929986
-0.17192178047244955,0.0,0.5142287948876936
0.8152754033097069,0.0,-0.5482994678744403
-0.8700051063026493,0.0,0.39713316803474236
-0.4589536699117993,0.0,0.991697353757366
-0.5541741613410325,0.0,0.9855520714145964
0.9659790045626087,0.0,-0.10667673724036472
0.928636860331763,0.0,-0.2223205231356563
-0.7447340602591945,0.0,0.7187074643449054
0.9548883418942686,0.0,-0.1412485080021275
-0.5570984003523138,0.0,0.9839545171734249
-0.11575780997703045,0.0,0.3557008798576812
0.614294697631796,0.0,-0.9362249537616676
-0.1329040543633211,0.0,0.40550424820496483
-0.023678820477666784,0.0,0.07432061883816778
0.08476345463261215,0.0,-0.26315618639902333
0.648087601250783,0.0,-0.8937179919037452
-0.9271294352451833,0.0,0.2269352107122543
0.38923785083325524,0.0,-0.9400670114298578
0.17531187274485305,0.0,-0.5233337111207205
-0.9148081209763261,0.0,0.2644544427276304
-0.8234566253984039,0.0,0.5266265641106629
-0.6943477680558692,0.0,0.8193262118969753
0.21987994794237165,0.0,-0.6371333417583164
0.14231464591251974,0.0,-0.4323475845000172
-0.3005015017968129,0.0,0.8099420540085914
0.8957823284510258,0.0,-0.32159119400578845
-0.1694373944133114,0.0,0.50751927919267
0.6912266592030027,0.0,-0.8249083580513319
0.6132438992068621,0.0,-0.9373798892478751
0.17082455184474532,0.0,-0.5112693766986908
0.8071750073178885,0.0,-0.56940146579062
-0.15333030765532807,0.0,0.46328761133707486
0.6448568008722875,0.0,-0.8982254017781264
0.4165843677661023,0.0,-0.9658588764386289
0.6300748496762172,0.0,-0.9176612120999271
0.4972890022895553,0.0,-0.9999637318480886
0.5227093487297918,0.0,-0.9974561301310756
0.7611066434653151,0.0,-0.6820086249271777
0.921297187473969,0.0,-0.24474062938141566
-0.10409524304225926,0.0,0.3212269813055788
0.7979562666349207,0.0,-0.5929674577631425
-0.1920380283199976,0.0,0.5673673320982597
0.299616966144854,0.0,-0.80830910545261
0.6899816998691954,0.0,-0.8271128879559508
-0.8949021662472934,0.0,0.3242081858229243
0.989349833961165,0.0,-0.03345224110784504
0.3790632454514349,0.0,-0.9286891070216261
0.44684516897632953,0.0,-0.9860894028649804
0.7897450204678123,0.0,-0.6135398041571279
0.911729608905578,0.0,-0.27376903969273664
0.974839063704358,0.0,-0.07896312337769083
-0.07245775598975657,0.0,0.225671978948232
0.3626103604402007,0.0,-0.9082882717311122
-0.9211082304203535,0.0,0.24531615930741113
-0.4778800929746827,0.0,0.997586420735469
-0.1461689156243864,0.0,0.44323398387028873
0.896571160389825,0.0,-0.31924366509312857
-0.10071342747568468,0.0,0.3111478179887526
-0.6183717843844916,0.0,0.9316473409330297
-0.8473571655821541,0.0,0.4613725349808683
-0.5060402413930036,0.0,0.9998199615323019
0.8611040444286613,0.0,-0.42263838224734734
